Timestamp,Device Name,Start Time,End Time,Duration (s),Flow Rate (L/min),Volume Used (L),Event ID,Occupants
2024-11-25 0:34,bathroom_sink,,,,,0.811766335,EVT01021,3
2024-11-25 1:34,bathroom_sink,,,,,0.666833908,EVT01012,3
2024-11-25 2:34,bathroom_sink,,,,,0.911647411,EVT00974,3
2024-11-25 3:34,bathroom_sink,,,,,0.90966541,EVT00987,3
2024-11-25 4:34,bathroom_sink,,,,,0.793849033,EVT01022,3
2024-11-25 5:34,bathroom_sink,,,,,0.755581352,EVT00975,3
2024-11-25 6:34,bathroom_sink,,,,,2.350733074,EVT01023,3
2024-11-25 7:34,bathroom_sink,,,,,2.516027753,EVT01013,3
2024-11-25 8:34,bathroom_sink,,,,,2.040050014,EVT00976,3
2024-11-25 9:34,bathroom_sink,,,,,2.005806689,EVT00988,3
2024-11-25 10:34,bathroom_sink,,,,,1.776412432,EVT00990,3
2024-11-25 11:34,bathroom_sink,,,,,1.479731207,EVT01014,3
2024-11-25 12:34,bathroom_sink,,,,,1.307805151,EVT01024,3
2024-11-25 13:34,bathroom_sink,,,,,1.463347125,EVT00977,3
2024-11-25 14:34,bathroom_sink,,,,,1.160333215,EVT00989,3
2024-11-25 15:34,bathroom_sink,,,,,1.784804664,EVT00991,3
2024-11-25 16:34,bathroom_sink,,,,,1.775826019,EVT00992,3
2024-11-25 17:34,bathroom_sink,,,,,1.081193679,EVT01006,3
2024-11-25 18:34,bathroom_sink,,,,,1.480440886,EVT01015,3
2024-11-25 19:34,bathroom_sink,,,,,1.547024052,EVT00993,3
2024-11-25 20:34,bathroom_sink,,,,,1.610144672,EVT00978,3
2024-11-25 21:34,bathroom_sink,,,,,0.989717134,EVT00979,3
2024-11-25 22:34,bathroom_sink,,,,,0.600407772,EVT00994,3
2024-11-25 23:34,bathroom_sink,,,,,1.169158434,EVT01004,3
2024-11-26 0:34,bathroom_sink,,,,,0.543006582,EVT01016,3
2024-11-26 1:34,bathroom_sink,,,,,0.692562028,EVT00980,3
2024-11-26 2:34,bathroom_sink,,,,,1.167708227,EVT00995,3
2024-11-26 3:34,bathroom_sink,,,,,1.074950847,EVT01007,3
2024-11-26 4:34,bathroom_sink,,,,,1.037358451,EVT00981,3
2024-11-26 5:34,bathroom_sink,,,,,0.735098986,EVT00982,3
2024-11-26 6:34,bathroom_sink,,,,,1.770752504,EVT00996,3
2024-11-26 7:34,bathroom_sink,,,,,1.950316328,EVT01025,3
2024-11-26 8:34,bathroom_sink,,,,,1.995287456,EVT01026,3
2024-11-26 9:34,bathroom_sink,,,,,1.442745809,EVT01027,3
